step,avg_reward,accuracy,precision,recall,f1_macro,labels,raw_experiences,deduplicated_experiences,memory_size,memory_added
285,0.7,0.625,0.47222222222222215,0.4166666666666667,0.44047619047619047,"None,Past,Present",5,2,3,0
286,0.5,0.375,0.3333333333333333,0.125,0.1818181818181818,"None,Past,Present",5,2,3,0
287,0.4,0.25,0.16666666666666666,0.1111111111111111,0.13333333333333333,"None,Past,Present",6,2,3,0
288,0.6,0.5,0.6666666666666666,0.6666666666666666,0.5,"None,Present",8,2,3,0
289,0.9,0.875,0.9285714285714286,0.75,0.7948717948717949,"None,Present",5,2,3,0
290,0.5,0.375,0.4444444444444444,0.4166666666666667,0.3,"None,Past,Present",7,2,3,0
291,0.8125,0.75,0.3333333333333333,0.25,0.2857142857142857,",None,Present",6,3,3,0
292,0.9,0.875,0.8333333333333333,0.9166666666666667,0.8545454545454545,"None,Present",5,2,3,0
293,0.8,0.75,0.8333333333333333,0.75,0.7333333333333334,"None,Present",6,2,3,0
294,0.4,0.25,0.3333333333333333,0.1111111111111111,0.16666666666666666,"None,Past,Present",6,2,3,0
295,0.275,0.125,0.3333333333333333,0.041666666666666664,0.07407407407407407,",None,Present",5,2,3,0
296,0.275,0.125,0.08333333333333333,0.0625,0.07142857142857142,",None,Past,Present",5,2,3,0
297,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
298,0.6375,0.5,0.4166666666666667,0.3333333333333333,0.3666666666666667,"None,Past,Present",6,3,3,0
299,0.8,0.75,0.5,0.4444444444444445,0.4696969696969697,"None,Past,Present",6,2,3,0
300,0.8,0.75,0.75,0.8333333333333333,0.7333333333333334,"None,Present",6,2,3,0
301,0.7,0.625,0.35714285714285715,0.4166666666666667,0.38461538461538464,"None,Present",5,2,3,0
302,0.7375,0.625,0.35714285714285715,0.4166666666666667,0.38461538461538464,"None,Present",7,3,3,0
303,1.0,1.0,1.0,1.0,1.0,"None,Present",4,1,3,0
304,0.7,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",5,2,3,0
305,0.8,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,"None,Present",6,2,3,0
306,0.8,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,"None,Present",6,2,3,0
307,0.4,0.25,0.25,0.25,0.25,"None,Present",6,2,3,0
308,0.475,0.375,0.375,0.25,0.29166666666666663,",None,Past,Present",5,2,3,0
309,0.475,0.375,0.3055555555555555,0.27777777777777773,0.25925925925925924,",None,Present",7,2,3,0
310,0.6,0.5,0.49999999999999994,0.5,0.4904761904761905,"None,Past,Present",4,2,3,0
311,0.475,0.375,0.3333333333333333,0.125,0.1818181818181818,",None,Present",5,2,3,0
312,0.35,0.25,0.1875,0.25,0.20833333333333331,",None,Past,Present",6,2,3,0
313,0.8,0.75,0.75,0.75,0.75,"None,Present",6,2,3,0
314,0.8,0.75,0.75,0.8333333333333333,0.7333333333333334,"None,Present",4,2,3,0
315,0.5,0.375,0.4666666666666666,0.3888888888888889,0.2857142857142857,"None,Past,Present",5,2,3,0
316,0.6375,0.5,0.5,0.5,0.5,"None,Present",6,3,3,0
317,0.7,0.625,0.3333333333333333,0.20833333333333334,0.25641025641025644,"None,Past,Present",7,2,3,0
318,0.65,0.625,0.5,0.38888888888888884,0.43333333333333335,",None,Present",7,2,3,0
319,0.6,0.5,0.2222222222222222,0.2222222222222222,0.2222222222222222,"None,Past,Present",6,2,3,0
320,0.7,0.625,0.47222222222222215,0.4166666666666667,0.44047619047619047,"None,Past,Present",7,2,3,0
321,0.4,0.25,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",6,2,3,0
322,0.5,0.375,0.5,0.25,0.3333333333333333,"None,Past,Present",7,2,3,0
323,0.6,0.5,0.4166666666666667,0.3333333333333333,0.3333333333333333,"None,Past,Present",6,2,3,0
324,0.6,0.5,0.4444444444444444,0.5,0.38888888888888884,"None,Past,Present",4,2,3,0
325,0.5375,0.375,0.3333333333333333,0.25,0.2857142857142857,"None,Past,Present",7,3,3,0
326,0.7,0.625,0.7,0.75,0.6190476190476191,"None,Present",7,2,3,0
327,0.7,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",7,2,3,0
328,0.8,0.75,0.5,0.375,0.42857142857142855,"None,Present",6,2,3,0
329,0.4,0.25,0.19444444444444442,0.16666666666666666,0.17857142857142858,"None,Past,Present",6,2,3,0
330,0.8,0.75,0.5,0.4444444444444445,0.4696969696969697,"None,Past,Present",6,2,3,0
331,0.7,0.625,0.611111111111111,0.6666666666666666,0.6238095238095238,"None,Past,Present",5,2,3,0
332,0.8,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,"None,Present",6,2,3,0
333,0.8,0.75,0.8333333333333333,0.75,0.7333333333333334,"None,Present",4,2,3,0
334,0.6,0.5,0.19047619047619047,0.3333333333333333,0.24242424242424243,"None,Past,Present",8,2,3,0
335,0.4,0.25,0.4166666666666667,0.25,0.3055555555555555,"None,Past,Present",6,2,3,0
336,0.4,0.25,0.3333333333333333,0.1111111111111111,0.16666666666666666,"None,Past,Present",6,2,3,0
337,0.3,0.125,0.047619047619047616,0.16666666666666666,0.07407407407407407,"None,Past,Present",5,2,3,0
338,0.5,0.375,0.4166666666666667,0.27777777777777773,0.27777777777777773,"None,Past,Present",7,2,3,0
339,0.7,0.625,0.3333333333333333,0.20833333333333334,0.25641025641025644,"None,Past,Present",7,2,3,0
340,0.6,0.5,0.5,0.25,0.3333333333333333,"None,Present",6,2,3,0
341,0.4375,0.25,0.5,0.125,0.2,"None,Present",7,3,3,0
342,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",5,2,3,0
343,0.6,0.5,0.6666666666666666,0.4444444444444444,0.5,"None,Past,Present",6,2,3,0
344,0.5,0.375,0.3055555555555555,0.27777777777777773,0.25925925925925924,"None,Past,Present",7,2,3,0
345,0.8,0.75,0.5555555555555555,0.5555555555555555,0.5333333333333333,"None,Past,Present",6,2,3,0
346,0.5,0.375,0.19999999999999998,0.16666666666666666,0.1818181818181818,"None,Past,Present",7,2,3,0
347,0.7,0.625,0.7,0.75,0.6190476190476191,"None,Present",7,2,3,0
348,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",6,2,3,0
349,0.8,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,"None,Present",6,2,3,0
350,0.5,0.375,0.6666666666666666,0.25,0.35555555555555557,"None,Past,Present",7,2,3,0
351,0.7,0.625,0.5333333333333333,0.5833333333333334,0.5555555555555555,"None,Past,Present",7,2,3,0
352,0.5,0.375,0.3666666666666667,0.375,0.36507936507936506,"None,Present",5,2,3,0
353,0.5,0.375,0.19999999999999998,0.25,0.2222222222222222,"None,Past,Present",7,2,3,0
354,0.8,0.75,0.8333333333333333,0.75,0.7333333333333334,"None,Present",6,2,3,0
355,0.6,0.5,0.3611111111111111,0.3333333333333333,0.3333333333333333,"None,Past,Present",8,2,3,0
356,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
357,0.575,0.375,0.4444444444444444,0.3888888888888889,0.2619047619047619,"None,Past,Present",8,3,3,0
358,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
359,0.575,0.5,0.3125,0.25,0.275,",None,Past,Present",6,2,3,0
360,0.475,0.375,0.3125,0.20833333333333331,0.20833333333333331,",None,Past,Present",7,2,3,0
361,0.675,0.5,0.5,0.25,0.3333333333333333,"None,Present",8,3,3,0
362,0.6375,0.5,0.3333333333333333,0.5,0.38888888888888884,"None,Past,Present",6,3,3,0
363,0.3375,0.125,0.06666666666666667,0.16666666666666666,0.09523809523809523,"None,Past,Present",6,3,3,0
364,0.7375,0.625,0.5333333333333333,0.4166666666666667,0.4444444444444444,"None,Past,Present",7,3,3,0
365,0.7,0.625,0.2380952380952381,0.2777777777777778,0.25641025641025644,"None,Past,Present",7,2,3,0
366,0.675,0.625,0.3333333333333333,0.20833333333333334,0.25641025641025644,",None,Present",7,2,3,0
367,0.9,0.875,0.5,0.4375,0.4666666666666667,"None,Present",5,2,3,0
368,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
369,0.5375,0.375,0.25,0.25,0.25,"None,Past,Present",5,3,3,0
370,0.5375,0.375,0.5,0.1875,0.2727272727272727,"None,Present",5,3,3,0
371,0.8,0.75,0.6666666666666666,0.5,0.5555555555555555,"None,Past,Present",6,2,3,0
372,0.875,0.875,0.6666666666666666,0.5833333333333334,0.6190476190476191,",None,Present",5,2,3,0
373,0.6,0.5,0.3611111111111111,0.3333333333333333,0.3333333333333333,"None,Past,Present",6,2,3,0
374,0.6,0.5,0.3333333333333333,0.2222222222222222,0.26666666666666666,"None,Past,Present",4,2,3,0
375,0.775,0.75,0.6111111111111112,0.4444444444444445,0.5,",None,Present",6,2,3,0
376,0.5,0.375,0.4444444444444444,0.3888888888888889,0.2619047619047619,"None,Past,Present",7,2,3,0
377,0.7,0.625,0.5555555555555555,0.4166666666666667,0.4000000000000001,"None,Past,Present",5,2,3,0
378,0.6,0.5,0.3111111111111111,0.4166666666666667,0.35555555555555557,"None,Past,Present",6,2,3,0
379,0.4,0.25,0.3333333333333333,0.1111111111111111,0.16666666666666666,"None,Past,Present",6,2,3,0
380,0.4,0.25,0.3333333333333333,0.08333333333333333,0.13333333333333333,"None,Past,Present",6,2,3,0
381,0.7,0.625,0.4166666666666667,0.5833333333333334,0.47222222222222215,"None,Past,Present",7,2,3,0
382,0.5,0.375,0.5666666666666667,0.4166666666666667,0.42857142857142855,"None,Past,Present",7,2,3,0
383,0.6,0.5,0.3666666666666667,0.3333333333333333,0.3333333333333333,"None,Past,Present",6,2,3,0
384,0.3,0.125,0.1,0.125,0.1111111111111111,"None,Present",5,2,3,0
385,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",8,2,3,0
386,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",8,2,3,0
387,0.6,0.5,0.6666666666666666,0.6666666666666666,0.5,"None,Present",4,2,3,0
388,0.7,0.625,0.6666666666666666,0.6666666666666666,0.6571428571428571,"None,Past,Present",7,2,3,0
389,0.6375,0.5,0.2222222222222222,0.2222222222222222,0.2222222222222222,"None,Past,Present",7,3,3,0
390,0.5375,0.375,0.3055555555555555,0.5,0.37777777777777777,"None,Past,Present",8,3,3,0
391,0.4,0.25,0.09523809523809523,0.3333333333333333,0.14814814814814814,"None,Past,Present",6,2,3,0
392,0.8,0.75,0.75,0.75,0.75,"None,Present",6,2,3,0
393,0.475,0.375,0.3333333333333333,0.125,0.1818181818181818,",None,Present",5,2,3,0
394,0.5,0.375,0.3333333333333333,0.27777777777777773,0.2814814814814815,"None,Past,Present",5,2,3,0
395,0.7375,0.625,0.5,0.3125,0.38461538461538464,"None,Present",6,3,3,0
396,0.5,0.375,0.5,0.1875,0.2727272727272727,"None,Present",7,2,3,0
397,0.7,0.625,0.7,0.75,0.6190476190476191,"None,Present",7,2,3,0
398,0.4,0.25,0.2222222222222222,0.1111111111111111,0.14814814814814814,"None,Past,Present",4,2,3,0
399,0.4,0.25,0.5,0.125,0.2,"None,Present",6,2,3,0
400,0.5,0.375,0.6428571428571428,0.5833333333333334,0.36507936507936506,"None,Present",7,2,3,0
401,0.6,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,"None,Present",4,2,3,0
402,0.5,0.375,0.2888888888888889,0.3333333333333333,0.2857142857142857,"None,Past,Present",7,2,3,0
403,0.6375,0.5,0.5,0.4444444444444444,0.38888888888888884,"None,Past,Present",7,3,3,0
404,0.7,0.625,0.5833333333333334,0.5833333333333334,0.5833333333333334,"None,Past,Present",5,2,3,0
405,0.6,0.5,0.38888888888888884,0.5,0.43333333333333335,"None,Past,Present",6,2,3,0
406,0.5,0.375,0.5,0.1875,0.2727272727272727,"None,Present",7,2,3,0
407,0.6,0.5,0.5,0.5,0.5,"None,Present",6,2,3,0
408,0.5,0.375,0.25,0.3333333333333333,0.27777777777777773,"None,Past,Present",5,2,3,0
409,0.4,0.25,0.2333333333333333,0.25,0.20634920634920637,"None,Past,Present",6,2,3,0
410,0.5,0.375,0.5,0.1875,0.2727272727272727,"None,Present",7,2,3,0
411,0.5375,0.375,0.5,0.1875,0.2727272727272727,"None,Present",5,3,3,0
412,0.8,0.75,0.5,0.375,0.42857142857142855,"None,Present",6,2,3,0
413,0.7,0.625,0.2777777777777778,0.2777777777777778,0.2777777777777778,"None,Past,Present",7,2,3,0
414,0.8,0.75,0.5,0.6666666666666666,0.5555555555555555,"None,Past,Present",6,2,3,0
415,0.7,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",5,2,3,0
416,0.6,0.5,0.5,0.25,0.3333333333333333,"None,Present",6,2,3,0
417,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",6,2,3,0
418,0.6,0.5,0.5333333333333333,0.4166666666666667,0.4444444444444444,"None,Past,Present",6,2,3,0
419,0.8,0.75,0.5,0.375,0.42857142857142855,"None,Past",6,2,3,0
420,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
421,0.8,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,"None,Past,Present",6,2,3,0
422,0.7,0.625,0.6666666666666666,0.38888888888888884,0.48888888888888893,"None,Past,Present",7,2,3,0
423,0.6,0.5,0.6333333333333333,0.5833333333333334,0.4904761904761905,"None,Past,Present",6,2,3,0
424,0.4,0.25,0.16666666666666666,0.1111111111111111,0.13333333333333333,"None,Past,Present",6,2,3,0
425,0.5,0.375,0.3333333333333333,0.125,0.1818181818181818,"None,Past,Present",7,2,3,0
426,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",6,2,3,0
427,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",5,2,3,0
428,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",4,2,3,0
429,0.4,0.25,0.2222222222222222,0.1111111111111111,0.14814814814814814,"None,Past,Present",6,2,3,0
430,0.7,0.625,0.6666666666666666,0.38888888888888884,0.48888888888888893,"None,Past,Present",5,2,3,0
431,0.7375,0.625,0.5,0.3125,0.38461538461538464,"None,Present",7,3,3,0
432,0.575,0.5,0.2,0.16666666666666666,0.18181818181818182,",None,Past,Present",4,2,3,0
433,0.5,0.375,0.3333333333333333,0.25,0.27777777777777773,"None,Past,Present",5,2,3,0
434,0.7,0.625,0.38888888888888884,0.5,0.43333333333333335,"None,Past,Present",7,2,3,0
435,0.8,0.75,0.75,0.8333333333333333,0.7333333333333334,"None,Present",4,2,3,0
436,0.8,0.75,0.75,0.75,0.75,"None,Past,Present",6,2,3,0
437,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",5,2,3,0
438,0.4375,0.25,0.13333333333333333,0.16666666666666666,0.14814814814814814,"None,Past,Present",6,3,3,0
439,0.4,0.25,0.3333333333333333,0.3333333333333333,0.25,"None,Present",6,2,3,0
440,0.5,0.375,0.39999999999999997,0.3333333333333333,0.31746031746031744,"None,Past,Present",7,2,3,0
441,0.5,0.375,0.5,0.1875,0.2727272727272727,"None,Present",5,2,3,0
442,0.6,0.5,0.4444444444444444,0.5,0.38888888888888884,"None,Past,Present",6,2,3,0
443,0.5,0.375,0.5,0.1875,0.2727272727272727,"None,Present",5,2,3,0
444,0.6,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,"None,Present",6,2,3,0
445,0.6,0.5,0.4666666666666666,0.4444444444444444,0.35714285714285715,"None,Past,Present",8,2,3,0
446,0.3,0.125,0.047619047619047616,0.16666666666666666,0.07407407407407407,"None,Past,Present",5,2,3,0
447,0.55,0.375,0.39999999999999997,0.27777777777777773,0.2619047619047619,",None,Present",8,3,3,0
448,0.5,0.375,0.21428571428571427,0.375,0.2727272727272727,"None,Present",7,2,3,0
449,0.575,0.5,0.3333333333333333,0.25,0.2857142857142857,",None,Past,Present",4,2,3,0
450,0.5375,0.375,0.43333333333333335,0.41666666666666663,0.36507936507936506,"None,Present",8,3,3,0
451,0.6375,0.5,0.6666666666666666,0.6666666666666666,0.5,"None,Present",7,3,3,0
452,0.8,0.75,0.7666666666666666,0.6666666666666666,0.6851851851851851,"None,Past,Present",6,2,3,0
453,0.675,0.625,0.47222222222222215,0.4166666666666667,0.44047619047619047,",None,Present",5,2,3,0
454,0.375,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,"None,Past,Present",7,3,3,0
455,0.5375,0.375,0.3666666666666667,0.375,0.36507936507936506,"None,Present",7,3,3,0
456,0.7,0.625,0.7999999999999999,0.6666666666666666,0.6349206349206349,"None,Past,Present",7,2,3,0
457,0.5,0.375,0.4444444444444444,0.3333333333333333,0.35555555555555557,"None,Past,Present",7,2,3,0
458,0.6375,0.5,0.5,0.25,0.3333333333333333,"None,Present",7,3,3,0
459,0.8,0.75,0.375,0.5,0.42857142857142855,"None,Present",6,2,3,0
460,0.4,0.25,0.2222222222222222,0.1111111111111111,0.14814814814814814,"None,Past,Present",6,2,3,0
461,0.775,0.75,0.6111111111111112,0.4444444444444445,0.5,",None,Present",6,2,3,0
462,0.575,0.5,0.41666666666666663,0.3333333333333333,0.325,",None,Past,Present",8,2,3,0
463,0.3,0.125,0.3333333333333333,0.041666666666666664,0.07407407407407407,"None,Past,Present",5,2,3,0
464,0.9375,0.875,0.8333333333333333,0.9166666666666667,0.8545454545454545,"None,Present",5,2,3,0
465,0.8,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,"None,Present",6,2,3,0
466,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",5,2,3,0
467,0.5,0.375,0.3,0.25,0.2727272727272727,"None,Present",7,2,3,0
468,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
469,0.3,0.125,0.16666666666666666,0.05555555555555555,0.08333333333333333,"None,Past,Present",5,2,3,0
470,0.5,0.375,0.3,0.25,0.2727272727272727,"None,Present",7,2,3,0
471,0.8,0.75,0.8333333333333333,0.75,0.7333333333333334,"None,Present",6,2,3,0
472,0.5,0.375,0.3333333333333333,0.3333333333333333,0.3238095238095238,"None,Past,Present",7,2,3,0
473,0.375,0.25,0.1875,0.1875,0.16666666666666666,",None,Past,Present",6,2,3,0
474,0.7,0.625,0.7,0.75,0.6190476190476191,"None,Present",7,2,3,0
475,0.8,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,"None,Present",6,2,3,0
476,0.8,0.75,0.2857142857142857,0.3333333333333333,0.3076923076923077,"None,Past,Present",6,2,3,0
477,0.7,0.625,0.2380952380952381,0.2777777777777778,0.25641025641025644,"None,Past,Present",7,2,3,0
478,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",6,2,3,0
479,0.6,0.5,0.3333333333333333,0.5,0.38888888888888884,"None,Past,Present",8,2,3,0
480,0.5375,0.375,0.5,0.27777777777777773,0.3333333333333333,"None,Past,Present",5,3,3,0
481,0.5,0.375,0.25,0.16666666666666666,0.19999999999999998,"None,Past,Present",5,2,3,0
482,0.5,0.375,0.19999999999999998,0.25,0.2222222222222222,"None,Past,Present",7,2,3,0
483,0.9,0.875,0.8333333333333333,0.9166666666666667,0.8545454545454545,"None,Present",5,2,3,0
484,0.4,0.25,0.25,0.25,0.25,"None,Present",4,2,3,0
485,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",5,2,3,0
486,0.3,0.125,0.5,0.0625,0.1111111111111111,"None,Present",5,2,3,0
487,0.8,0.75,0.75,0.75,0.75,"None,Present",6,2,3,0
488,0.7,0.625,0.7857142857142857,0.625,0.5636363636363637,"None,Present",7,2,3,0
489,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",6,2,3,0
490,0.8,0.75,0.8055555555555555,0.75,0.7388888888888889,"None,Past,Present",6,2,3,0
491,0.8,0.75,0.8333333333333333,0.75,0.7333333333333334,"None,Present",6,2,3,0
492,0.6,0.5,0.2222222222222222,0.2222222222222222,0.2222222222222222,"None,Past,Present",6,2,3,0
493,0.8,0.75,0.5,0.375,0.42857142857142855,"None,Present",6,2,3,0
494,0.775,0.625,0.7857142857142857,0.625,0.5636363636363637,"None,Present",5,3,3,0
495,0.6,0.5,0.2222222222222222,0.2222222222222222,0.2222222222222222,"None,Past,Present",6,2,3,0
496,0.575,0.375,0.3333333333333333,0.125,0.1818181818181818,"None,Past,Present",7,3,3,0
497,0.7,0.625,0.7,0.75,0.6190476190476191,"None,Present",5,2,3,0
498,0.4375,0.25,0.3333333333333333,0.3333333333333333,0.25,"None,Present",7,3,3,0
499,0.7,0.625,0.5833333333333334,0.5833333333333334,0.5833333333333334,"None,Past,Present",5,2,3,0
500,0.675,0.625,0.375,0.4375,0.38095238095238093,",None,Past,Present",7,2,3,0
501,0.7,0.625,0.4666666666666666,0.5833333333333334,0.4761904761904761,"None,Past,Present",7,2,3,0
502,0.8,0.75,0.75,0.75,0.75,"None,Present",6,2,3,0
503,0.6,0.5,0.4444444444444444,0.3333333333333333,0.38095238095238093,"None,Past,Present",6,2,3,0
504,0.6,0.5,0.3666666666666667,0.3333333333333333,0.3333333333333333,"None,Past,Present",8,2,3,0
505,0.8,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,"None,Past,Present",6,2,3,0
506,0.7,0.625,0.4444444444444444,0.38888888888888884,0.4000000000000001,"None,Past,Present",5,2,3,0
507,0.5,0.375,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",7,2,3,0
508,0.4,0.25,0.3333333333333333,0.08333333333333333,0.13333333333333333,"None,Past,Present",6,2,3,0
509,0.5,0.375,0.3,0.4166666666666667,0.30158730158730157,"None,Past,Present",5,2,3,0
510,0.4,0.25,0.19444444444444442,0.16666666666666666,0.17857142857142858,"None,Past,Present",6,2,3,0
511,0.6375,0.5,0.3111111111111111,0.4166666666666667,0.35555555555555557,"None,Past,Present",6,3,3,0
512,0.775,0.75,0.3333333333333333,0.25,0.2857142857142857,",None,Present",6,2,3,0
513,0.5,0.375,0.3,0.25,0.2727272727272727,"None,Present",7,2,3,0
514,0.6,0.5,0.38888888888888884,0.3333333333333333,0.35714285714285715,"None,Past,Present",8,2,3,0
515,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",7,2,3,0
516,0.9,0.875,0.6666666666666666,0.5,0.5555555555555555,"None,Past,Present",5,2,3,0
517,0.3375,0.125,0.05555555555555555,0.16666666666666666,0.08333333333333333,"None,Past,Present",6,3,3,0
518,0.4,0.25,0.16666666666666666,0.1111111111111111,0.13333333333333333,"None,Past,Present",6,2,3,0
519,0.6375,0.5,0.5,0.5,0.5,"None,Present",6,3,3,0
520,0.6,0.5,0.3611111111111111,0.3333333333333333,0.3333333333333333,"None,Past,Present",8,2,3,0
521,0.5,0.375,0.3666666666666667,0.375,0.36507936507936506,"None,Present",7,2,3,0
522,0.8375,0.75,0.5,0.375,0.42857142857142855,"None,Present",6,3,3,0
523,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
524,0.5,0.375,0.3,0.25,0.25925925925925924,"None,Past,Present",7,2,3,0
525,0.9,0.875,0.8333333333333333,0.9166666666666667,0.8545454545454545,"None,Present",5,2,3,0
526,0.6,0.5,0.5,0.5,0.5,"None,Present",6,2,3,0
527,0.8,0.75,0.5,0.375,0.42857142857142855,"None,Present",6,2,3,0
528,0.6,0.5,0.3333333333333333,0.5,0.38888888888888884,"None,Past,Present",6,2,3,0
529,0.575,0.5,0.375,0.25,0.29166666666666663,",None,Past,Present",6,2,3,0
530,0.7,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",7,2,3,0
531,0.575,0.5,0.25,0.125,0.16666666666666666,",None,Past,Present",6,2,3,0
532,0.5,0.375,0.5277777777777778,0.4166666666666667,0.42857142857142855,"None,Past,Present",7,2,3,0
533,0.4375,0.25,0.17777777777777778,0.25,0.19047619047619047,"None,Past,Present",7,3,3,0
534,0.8375,0.75,0.5,0.4444444444444445,0.4696969696969697,"None,Past,Present",6,3,3,0
535,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",7,2,3,0
536,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
537,0.4,0.25,0.25,0.16666666666666666,0.2,"None,Present",6,2,3,0
538,0.4375,0.25,0.2222222222222222,0.1111111111111111,0.14814814814814814,"None,Past,Present",7,3,3,0
539,0.275,0.125,0.25,0.041666666666666664,0.07142857142857142,",None,Past,Present",5,2,3,0
540,0.5,0.375,0.3,0.25,0.25925925925925924,"None,Past,Present",7,2,3,0
541,0.6,0.5,0.5,0.5,0.5,"None,Present",6,2,3,0
542,0.7375,0.625,0.3333333333333333,0.20833333333333334,0.25641025641025644,"None,Past,Present",7,3,3,0
543,0.5,0.375,0.27777777777777773,0.25,0.2619047619047619,"None,Past,Present",5,2,3,0
544,0.7,0.625,0.3333333333333333,0.20833333333333334,0.25641025641025644,"None,Past,Present",5,2,3,0
545,0.65,0.625,0.625,0.4375,0.5059523809523809,",None,Past,Present",7,2,3,0
546,0.6,0.5,0.5,0.5,0.5,"None,Present",6,2,3,0
547,0.6,0.5,0.5,0.5,0.5,"None,Present",8,2,3,0
548,0.4,0.25,0.3333333333333333,0.1111111111111111,0.16666666666666666,"None,Past,Present",6,2,3,0
549,0.3125,0.125,0.08333333333333333,0.0625,0.07142857142857142,",None,Past,Present",6,3,3,0
550,0.575,0.5,0.3611111111111111,0.3333333333333333,0.3333333333333333,",None,Present",6,2,3,0
551,0.7,0.625,0.5,0.5,0.4444444444444444,"None,Past,Present",7,2,3,0
552,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",6,2,3,0
553,0.8,0.75,0.75,0.8333333333333333,0.7333333333333334,"None,Present",6,2,3,0
554,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",7,2,3,0
555,0.375,0.125,0.3333333333333333,0.041666666666666664,0.07407407407407407,"None,Past,Present",6,3,3,0
556,0.4,0.25,0.19444444444444442,0.16666666666666666,0.17857142857142858,"None,Past,Present",4,2,3,0
557,0.7,0.625,0.47222222222222215,0.4166666666666667,0.44047619047619047,"None,Past,Present",5,2,3,0
558,0.8,0.75,0.75,0.75,0.75,"None,Present",6,2,3,0
559,0.375,0.25,0.2333333333333333,0.2222222222222222,0.17857142857142858,",None,Present",6,2,3,0
560,0.4,0.25,0.2333333333333333,0.25,0.20634920634920637,"None,Past,Present",6,2,3,0
561,0.6,0.5,0.5,0.3333333333333333,0.38888888888888884,"None,Past,Present",6,2,3,0
562,0.5,0.375,0.4166666666666667,0.27777777777777773,0.27777777777777773,"None,Past,Present",7,2,3,0
563,0.6125,0.5,0.5,0.4375,0.41666666666666663,",None,Past,Present",7,3,3,0
564,0.4,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,"None,Past,Present",6,2,3,0
565,0.6,0.5,0.5,0.25,0.3333333333333333,"None,Present",6,2,3,0
566,0.4,0.25,0.19444444444444442,0.25,0.21666666666666667,"None,Past,Present",6,2,3,0
567,0.8,0.75,0.75,0.75,0.75,"None,Present",6,2,3,0
568,0.8,0.75,0.6,0.5,0.5185185185185185,"None,Past,Present",6,2,3,0
569,0.8,0.75,0.75,0.8333333333333333,0.7333333333333334,"None,Present",6,2,3,0
570,0.7,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",5,2,3,0
571,0.7,0.625,0.6666666666666666,0.4166666666666667,0.5079365079365079,"None,Past,Present",7,2,3,0
572,0.9,0.875,0.8333333333333333,0.9166666666666667,0.8545454545454545,"None,Present",5,2,3,0
573,0.7,0.625,0.7857142857142857,0.625,0.5636363636363637,"None,Present",5,2,3,0
