step,avg_reward,accuracy,precision,recall,f1_macro,labels,raw_experiences,deduplicated_experiences,memory_size,memory_added
148,0.775,0.75,0.5555555555555555,0.5555555555555555,0.5333333333333333,",None,Present",6,2,3,0
149,0.7,0.625,0.5555555555555555,0.5,0.48888888888888893,"None,Past,Present",5,2,3,0
150,0.675,0.5,0.5,0.25,0.3333333333333333,"None,Present",6,3,3,0
151,0.5,0.375,0.25,0.16666666666666666,0.19999999999999998,"None,Past,Present",7,2,3,0
152,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",5,2,3,0
153,0.5,0.375,0.3,0.25,0.2727272727272727,"None,Present",7,2,3,0
154,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",6,2,3,0
155,0.7,0.625,0.2777777777777778,0.2777777777777778,0.2777777777777778,"None,Past,Present",5,2,3,0
156,0.475,0.375,0.29166666666666663,0.20833333333333331,0.2361111111111111,",None,Past,Present",5,2,3,0
157,0.6,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,"None,Past,Present",8,2,3,0
158,0.6,0.5,0.4666666666666666,0.4444444444444444,0.35714285714285715,"None,Past,Present",4,2,3,0
159,1.0,1.0,1.0,1.0,1.0,"None,Present",4,1,3,0
160,0.675,0.625,0.43333333333333335,0.38888888888888884,0.4090909090909091,",None,Present",5,2,3,0
161,0.6,0.5,0.3666666666666667,0.3333333333333333,0.3333333333333333,"None,Past,Present",6,2,3,0
162,0.575,0.5,0.3125,0.25,0.275,",None,Past,Present",6,2,3,0
163,0.8,0.75,0.75,0.8333333333333333,0.7333333333333334,"None,Present",6,2,3,0
164,0.6,0.5,0.26666666666666666,0.2222222222222222,0.24242424242424243,"None,Past,Present",6,2,3,0
165,0.6,0.5,0.6388888888888888,0.5,0.5238095238095238,"None,Past,Present",6,2,3,0
166,0.5,0.375,0.5,0.1875,0.2727272727272727,"None,Present",7,2,3,0
167,0.5125,0.375,0.25,0.20833333333333331,0.2111111111111111,",None,Past,Present",6,3,3,0
168,0.7,0.625,0.5666666666666667,0.5833333333333333,0.5636363636363637,"None,Present",7,2,3,0
169,0.6375,0.5,0.4444444444444444,0.3333333333333333,0.35555555555555557,"None,Past,Present",8,3,3,0
170,0.5,0.375,0.6428571428571428,0.5833333333333334,0.36507936507936506,"None,Present",7,2,3,0
171,0.5,0.375,0.6428571428571428,0.5833333333333334,0.36507936507936506,"None,Present",5,2,3,0
172,0.3,0.125,0.16666666666666666,0.05555555555555555,0.08333333333333333,"None,Past,Present",5,2,3,0
173,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",7,2,3,0
174,0.7375,0.625,0.5333333333333333,0.5833333333333334,0.5555555555555555,"None,Past,Present",7,3,3,0
175,0.9,0.875,0.8333333333333333,0.9166666666666667,0.8545454545454545,"None,Present",5,2,3,0
176,0.6,0.5,0.35555555555555557,0.5,0.38095238095238093,"None,Past,Present",4,2,3,0
177,0.5,0.375,0.19999999999999998,0.16666666666666666,0.1818181818181818,"None,Past,Present",5,2,3,0
178,0.6,0.5,0.3666666666666667,0.3333333333333333,0.3333333333333333,"None,Past,Present",8,2,3,0
179,0.5375,0.375,0.3333333333333333,0.125,0.1818181818181818,"None,Past,Present",8,3,3,0
180,0.675,0.625,0.5,0.5,0.4444444444444444,",None,Present",7,2,3,0
181,0.7,0.625,0.7000000000000001,0.5833333333333334,0.611111111111111,"None,Past,Present",7,2,3,0
182,0.9,0.875,0.8333333333333333,0.9166666666666667,0.8545454545454545,"None,Present",5,2,3,0
183,0.9,0.875,0.6666666666666666,0.5,0.5555555555555555,"None,Past,Present",5,2,3,0
184,0.5,0.375,0.27777777777777773,0.3333333333333333,0.3,"None,Past,Present",7,2,3,0
185,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
186,0.8,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,"None,Present",6,2,3,0
187,0.4,0.25,0.27777777777777773,0.25,0.2619047619047619,"None,Past,Present",6,2,3,0
188,0.675,0.625,0.41666666666666663,0.375,0.3666666666666667,",None,Past,Present",7,2,3,0
189,0.6,0.5,0.2222222222222222,0.2222222222222222,0.2222222222222222,"None,Past,Present",8,2,3,0
190,0.7,0.625,0.5,0.5,0.4444444444444444,"None,Past,Present",7,2,3,0
191,0.6375,0.5,0.5,0.5,0.5,"None,Present",6,3,3,0
192,0.575,0.375,0.4166666666666667,0.27777777777777773,0.27777777777777773,"None,Past,Present",7,3,3,0
193,0.9375,0.875,0.5,0.4375,0.4666666666666667,"None,Present",5,2,3,0
194,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
195,0.3,0.125,0.06666666666666667,0.08333333333333333,0.07407407407407407,"None,Past,Present",5,2,3,0
196,0.4,0.25,0.16666666666666666,0.25,0.2,"None,Present",6,2,3,0
197,0.5,0.375,0.4166666666666667,0.27777777777777773,0.27777777777777773,"None,Past,Present",7,2,3,0
198,0.8,0.75,0.6111111111111112,0.4444444444444445,0.5,"None,Past,Present",6,2,3,0
199,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",4,2,3,0
200,0.7,0.625,0.4444444444444444,0.5,0.4666666666666666,"None,Past,Present",5,2,3,0
201,1.0,1.0,1.0,1.0,1.0,"None,Past",4,1,3,0
202,0.7,0.625,0.5,0.5,0.4444444444444444,"None,Past,Present",7,2,3,0
203,0.3,0.125,0.06666666666666667,0.08333333333333333,0.07407407407407407,"None,Past,Present",5,2,3,0
204,0.9,0.875,0.6666666666666666,0.5,0.5555555555555555,"None,Past,Present",5,2,3,0
205,0.4,0.25,0.3333333333333333,0.3333333333333333,0.25,"None,Present",6,2,3,0
206,0.4,0.25,0.3333333333333333,0.1111111111111111,0.16666666666666666,"None,Past,Present",6,2,3,0
207,0.5,0.375,0.6666666666666666,0.27777777777777773,0.38888888888888884,"None,Past,Present",7,2,3,0
208,0.7,0.625,0.37777777777777777,0.5,0.4296296296296296,"None,Past,Present",7,2,3,0
209,0.6375,0.5,0.4166666666666667,0.3333333333333333,0.3333333333333333,"None,Past,Present",7,3,3,0
210,0.575,0.375,0.3055555555555555,0.3333333333333333,0.30158730158730157,"None,Past,Present",8,3,3,0
211,0.375,0.25,0.1875,0.1875,0.16666666666666666,",None,Past,Present",6,2,3,0
212,0.575,0.5,0.41666666666666663,0.375,0.39285714285714285,",None,Past,Present",6,2,3,0
213,0.5,0.375,0.6428571428571428,0.5833333333333334,0.36507936507936506,"None,Present",7,2,3,0
214,0.5,0.375,0.3,0.25,0.2727272727272727,"None,Present",7,2,3,0
215,0.8,0.75,0.75,0.8333333333333333,0.7333333333333334,"None,Present",4,2,3,0
216,0.7375,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",6,3,3,0
217,0.7375,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",5,3,3,0
218,0.7,0.625,0.5666666666666667,0.5833333333333333,0.5636363636363637,"None,Present",7,2,3,0
219,0.6,0.5,0.5,0.4166666666666667,0.4222222222222222,"None,Past,Present",6,2,3,0
220,0.6,0.5,0.3611111111111111,0.4166666666666667,0.3833333333333333,"None,Past,Present",6,2,3,0
221,0.6375,0.5,0.26666666666666666,0.2222222222222222,0.24242424242424243,"None,Past,Present",6,3,3,0
222,0.5,0.375,0.27777777777777773,0.25,0.2619047619047619,"None,Past,Present",7,2,3,0
223,0.7,0.625,0.6666666666666666,0.38888888888888884,0.48888888888888893,"None,Past,Present",7,2,3,0
224,0.7,0.625,0.37777777777777777,0.5,0.4296296296296296,"None,Past,Present",5,2,3,0
225,0.7,0.625,0.611111111111111,0.5833333333333334,0.5857142857142857,"None,Past,Present",5,2,3,0
226,0.8,0.75,0.5,0.375,0.42857142857142855,"None,Present",6,2,3,0
227,0.5,0.375,0.3,0.25,0.2727272727272727,"None,Present",7,2,3,0
228,0.23750000000000002,0.0,0.0,0.0,0.0,"None,Present",5,2,3,0
229,0.6,0.5,0.5,0.5,0.4666666666666667,"None,Present",6,2,3,0
230,0.4,0.25,0.2222222222222222,0.25,0.19444444444444442,"None,Past,Present",6,2,3,0
231,0.5,0.375,0.25,0.16666666666666666,0.19999999999999998,"None,Past,Present",5,2,3,0
232,0.6,0.5,0.6666666666666666,0.6666666666666666,0.5,"None,Present",4,2,3,0
233,0.3,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,"None,Past,Present",5,2,3,0
234,0.4,0.25,0.16666666666666666,0.25,0.2,"None,Present",6,2,3,0
235,0.4375,0.25,0.5,0.125,0.2,"None,Present",6,3,3,0
236,0.4,0.25,0.3333333333333333,0.08333333333333333,0.13333333333333333,"None,Past,Present",6,2,3,0
237,0.4,0.25,0.3333333333333333,0.08333333333333333,0.13333333333333333,"None,Past,Present",6,2,3,0
238,0.575,0.5,0.2,0.16666666666666666,0.18181818181818182,",None,Past,Present",8,2,3,0
239,0.8,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,"None,Present",6,2,3,0
240,0.4,0.25,0.25,0.16666666666666666,0.2,"None,Present",6,2,3,0
241,0.8,0.75,0.8333333333333333,0.75,0.7333333333333334,"None,Present",6,2,3,0
242,0.7375,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",6,3,3,0
243,0.7,0.625,0.6333333333333333,0.625,0.6190476190476191,"None,Present",7,2,3,0
244,0.475,0.25,0.25,0.16666666666666666,0.2,"None,Present",7,3,3,0
245,0.7,0.625,0.5,0.3125,0.38461538461538464,"None,Present",7,2,3,0
246,0.5,0.375,0.25,0.16666666666666666,0.19999999999999998,"None,Past,Present",7,2,3,0
247,0.6,0.5,0.3111111111111111,0.4166666666666667,0.35555555555555557,"None,Past,Present",6,2,3,0
248,0.5,0.375,0.3333333333333333,0.125,0.1818181818181818,"None,Past,Present",7,2,3,0
249,0.6,0.5,0.5,0.25,0.3333333333333333,"None,Present",6,2,3,0
250,0.8375,0.75,0.3333333333333333,0.25,0.2857142857142857,"None,Past,Present",6,3,3,0
251,0.6,0.5,0.6666666666666666,0.3333333333333333,0.4444444444444444,"None,Past,Present",6,2,3,0
252,0.5,0.375,0.3055555555555555,0.3333333333333333,0.30158730158730157,"None,Past,Present",7,2,3,0
253,0.375,0.25,0.125,0.125,0.125,",None,Past,Present",6,2,3,0
254,0.7,0.625,0.7857142857142857,0.625,0.5636363636363637,"None,Present",7,2,3,0
255,0.7,0.625,0.7857142857142857,0.625,0.5636363636363637,"None,Present",7,2,3,0
256,0.7,0.625,0.7,0.75,0.6190476190476191,"None,Present",7,2,3,0
257,0.7,0.625,0.5666666666666667,0.5833333333333333,0.5636363636363637,"None,Present",7,2,3,0
258,0.275,0.125,0.05,0.125,0.07142857142857142,",None,Past,Present",5,2,3,0
259,0.475,0.375,0.1875,0.125,0.15,",None,Past,Present",5,2,3,0
260,0.25,0.125,0.08333333333333333,0.041666666666666664,0.05555555555555555,",None,Past,Present",5,2,3,0
261,0.5375,0.375,0.3,0.25,0.2727272727272727,"None,Present",7,3,3,0
262,0.675,0.5,0.35555555555555557,0.6666666666666666,0.45714285714285713,"None,Past,Present",8,3,3,0
263,0.7,0.625,0.6,0.4166666666666667,0.4296296296296296,"None,Past,Present",5,2,3,0
264,0.6,0.5,0.5,0.3333333333333333,0.38888888888888884,"None,Past,Present",6,2,3,0
265,0.5375,0.375,0.43333333333333335,0.41666666666666663,0.36507936507936506,"None,Present",6,3,3,0
266,0.3,0.125,0.1111111111111111,0.08333333333333333,0.09523809523809523,"None,Past,Present",5,2,3,0
267,0.5,0.375,0.3055555555555555,0.27777777777777773,0.25925925925925924,"None,Past,Present",7,2,3,0
268,0.8,0.75,0.6111111111111112,0.4444444444444445,0.5,"None,Past,Present",6,2,3,0
269,0.8,0.75,0.6666666666666666,0.4444444444444445,0.5252525252525252,"None,Past,Present",6,2,3,0
270,0.6375,0.5,0.3333333333333333,0.5,0.38888888888888884,"None,Past,Present",6,3,3,0
271,0.5,0.375,0.5,0.1875,0.2727272727272727,"None,Present",7,2,3,0
272,0.7,0.625,0.35714285714285715,0.4166666666666667,0.38461538461538464,"None,Present",5,2,3,0
273,0.7,0.625,0.5555555555555555,0.4166666666666667,0.4000000000000001,"None,Past,Present",5,2,3,0
274,0.4375,0.25,0.16666666666666666,0.1111111111111111,0.13333333333333333,"None,Past,Present",7,3,3,0
275,0.8,0.75,0.5,0.375,0.42857142857142855,"None,Present",6,2,3,0
276,0.6375,0.5,0.38888888888888884,0.3333333333333333,0.35714285714285715,"None,Past,Present",8,3,3,0
277,0.9,0.875,0.9,0.875,0.873015873015873,"None,Present",5,2,3,0
278,0.6,0.5,0.3333333333333333,0.4166666666666667,0.3611111111111111,"None,Past,Present",6,2,3,0
279,0.375,0.25,0.3,0.16666666666666666,0.14285714285714285,",None,Past,Present",6,2,3,0
280,0.9,0.875,0.9,0.875,0.873015873015873,"None,Present",5,2,3,0
281,0.5,0.375,0.14285714285714285,0.25,0.1818181818181818,"None,Past,Present",5,2,3,0
282,0.575,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,",None,Past,Present",6,2,3,0
283,0.7,0.625,0.4444444444444444,0.38888888888888884,0.4000000000000001,"None,Past,Present",7,2,3,0
284,0.5,0.375,0.3333333333333333,0.125,0.1818181818181818,"None,Past,Present",7,2,3,0
